Country Name,Country Code,Series Name,Series Code,Year,Value
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,9281.333344
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,9.231
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,9.280106089568728
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,74.872
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,105.7023697
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2022,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2022,3.868031797013901
Brazil,BRA,"Population, total",SP.POP.TOTL,2022,210306415
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,3.0166943539301485
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,87.34955624
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,80.52775094
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,6680.445068544809
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,10.541
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,10.17723135461662
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,76.508
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,101.5737762
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2022,36.6
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2022,4.971241377
Colombia,COL,"Population, total",SP.POP.TOTL,2022,51737944
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,7.328277294279786
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,78.04646331
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,72.79637855
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,15399.104471755862
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,8.249
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,11.64386671105596
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,79.176
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,106.0683289
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2022,6.5
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2022,6.234486082836503
Chile,CHL,"Population, total",SP.POP.TOTL,2022,19553036
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.063918642541978
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,88.63953528
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,92.31819916
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,11405.794046989628
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,3.256
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,7.896276191685497
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,73.973
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,98.35765839
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2022,36.3
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2022,2.672672862674375
Mexico,MEX,"Population, total",SP.POP.TOTL,2022,128613117
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,3.7097570830909774
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,79.19968322
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,78.63217894
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,7353.745987216674
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,4.291
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,8.333706300962309
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,76.834
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,103.5914688
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2022,27.5
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2022,4.6280339832617985
Peru,PER,"Population, total",SP.POP.TOTL,2022,33475438
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.818199764199221
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,84.3663555
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,74.67495213
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,96.2
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,14261.84656679479
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,6.139
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,133.4889355941749
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,77.395
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2023,105.5745843
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2023,41.7
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2023,3.8119087985695215
Argentina,ARG,"Population, total",SP.POP.TOTL,2023,45538401
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,-1.85578803
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,92.19451323
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,89.22897166
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,100
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,10377.589279255684
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,7.947
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,4.593562822832039
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,75.848
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2023,
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2023,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2023,2.863833442982072
Brazil,BRA,"Population, total",SP.POP.TOTL,2023,211140729
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,3.2416553290698147
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,87.61597102
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,84.15060238
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,99.8
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7012.491691377558
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,9.591
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,11.73590449486894
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,77.725
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2023,
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2023,34.6
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2023,4.577167482792632
Colombia,COL,"Population, total",SP.POP.TOTL,2023,52321152
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,0.8418195557520392
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,78.27557158
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,77.33686322
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,98.7
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,17081.518074004885
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,9.013
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,7.581682514079624
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,81.167
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2023,105.8309708
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2023,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2023,5.723406759563741
Chile,CHL,"Population, total",SP.POP.TOTL,2023,19658835
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,0.6770248315958582
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,88.81586172
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,94.45742345
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,100
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,13830.843848864017
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,2.765
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,5.527960873143888
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,75.069
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2023,102.0554581
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2023,
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2023,1.709903817486102
Mexico,MEX,"Population, total",SP.POP.TOTL,2023,129739759
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,3.1067964131456023
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,79.47349357
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,81.18318755
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,99.7
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7919.046348285474
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,4.899
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,6.455613483695862
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,77.74
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2023,111.3953934
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2023,29
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2023,1.6433496097335278
Peru,PER,"Population, total",SP.POP.TOTL,2023,33845617
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,-0.350699814
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,84.78102558
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,79.48484477
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,96.2
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2024,13969.78366037374
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,7.15
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,219.883929
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,77.543
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2024,
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2024,38.1
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2024,1.8240952292539137
Argentina,ARG,"Population, total",SP.POP.TOTL,2024,45696159
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,-1.342930722
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,92.2742316
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,89.66715228
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,98.4
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2024,10310.548697369348
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,6.801
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,4.367464076523365
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,76.023
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2024,104.1446609
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2024,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2024,3.3896080854843906
Brazil,BRA,"Population, total",SP.POP.TOTL,2024,211998573
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,3.419315165019057
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,87.89585495
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,84.46347227
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,99.8
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2024,7951.086240194116
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,9.619
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,6.609085937282281
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,77.913
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2024,
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2024,31.8
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2024,3.254160501892827
Colombia,COL,"Population, total",SP.POP.TOTL,2024,52886363
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,1.493307287710664
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,78.52108119
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,79.34543299
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,98.9
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2024,16658.96527203507
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,8.718
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,4.297638916
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,81.359
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2024,105.608551
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2024,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2024,3.9798945708676468
Chile,CHL,"Population, total",SP.POP.TOTL,2024,19764771
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,2.805126371066109
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,88.99509085
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,95.590243
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,99
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2024,13988.04237452408
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,2.678
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,4.722255884529316
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,75.264
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2024,103.0933228
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2024,29.6
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2024,2.484293881615114
Mexico,MEX,"Population, total",SP.POP.TOTL,2024,130861007
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,1.3505763138469575
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,79.7538806
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,83.12233799
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,99.8
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2024,8526.296657197827
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,5.199
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,2.007707394
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,77.941
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2024,108.2890472
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2024,27.6
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2024,2.2978070827273585
Peru,PER,"Population, total",SP.POP.TOTL,2024,34217848
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,3.5152749274832047
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,85.19127296
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,81.95705992
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,96.5
